,restaurant_name,avg_review_score,reviews,minimum_order_value,delivery_fee,pricyness,avg_delivery_time,type_of_cuisine_categorized,street,zip_code,city_name,latitude,longitude,database
18435,Lon Men,8.0,18898,20.0,1.0,911,30,asian,Bamberger Straße 30,10585,Berlin,52.4884322,13.3365507,lieferando
18440,Lam Hong,8.8,1056,25.0,0.0,878,40,asian,Salzbrunner Straße 21,10585,Berlin,52.4889965,13.2936714,lieferando
18454,Pho 2T Vietnam Cuisine - Sushi,8.2,112,25.0,0.0,0,30,asian,Blissestraße 20A,10585,Berlin,52.4844409,13.3198827,lieferando
18468,Fresh's,8.6,814,9.9,1.9,867,25,italian,Akazienstr. 9,10585,Berlin,52.4881993,13.354614,lieferando
18472,Spyces,8.4,232,9.9,1.9,730,45,middle eastern,Erkstraße 6,10585,Berlin,52.4810632,13.4374372,lieferando
18473,Viet Thai Box - Sushi,9.4,40,25.0,0.0,0,30,asian,Warnemünder Strasse 1,10585,Berlin,52.475005,13.2912598,lieferando
18476,Spagettini,9.0,177,9.9,1.9,882,35,italian,Gottlieb-Dunkel-Straße 47,10585,Berlin,52.4563322,13.4136245,lieferando
18496,Mahanakhon Thai Cuisine,7.8,114,10.0,2.99,1088,35,vegetarian or vegan,Reichsstraße 3,10585,Berlin,52.5107781,13.2706202,lieferando
18510,Sushi EM,8.6,3202,15.0,0.0,1172,50,asian,Emser Straße 25,10585,Berlin-Wilmersdorf,52.4972417,13.3204219,lieferando
18512,Rohhäppchen,9.4,20,24.9,0.0,0,40,asian,Westfälische Straße 52,10585,Berlin,52.4964077,13.2927926,lieferando
18516,DoHo Sushi Bar,9.2,199,30.0,2.5,1218,25,asian,Dahlmannstraße 14,10585,Berlin,52.500414,13.3036041,lieferando
18539,Snack Swan,8.2,32,11.99,0.5,0,90,middle eastern,Wilmersdorfer Straße 0 - U-Bhf.,10585,Berlin,52.5057497,13.3070244,lieferando
18546,Waffelart,9.4,27,10.0,1.99,750,40,breakfast/dessert,Leibnizstraße 60,10585,Berlin,52.5030615,13.3131054,lieferando
18549,Nu Restaurant,9.2,123,20.0,1.5,1284,90,asian,Schlüterstraße 55,10585,Berlin,52.504432,13.3177,lieferando
18556,Trattoria Fra Diavolo,8.6,23,15.0,0.0,766,40,italian,Neufertstraße 22,10585,Berlin,52.517977,13.2930918,lieferando
18572,Wrapublic,9.2,48,10.0,0.0,0,30,middle eastern,Kaiser-Friedrich-Straße 48,10585,Berlin,52.5072349,13.3019587,lieferando
18574,Call a Pizza,8.6,4231,0.0,0.0,1355,40,italian,Halemweg 17-19,10585,Berlin,52.536952,13.2863832,lieferando
18581,Restaurant Bruderherz,9.4,47,25.0,2.0,1613,40,italian,Leonhardtstraße 6,10585,Berlin,52.5056402,13.2979543,lieferando
18586,Domino's Pizza,7.8,428,4.9,0.0,980,30,italian,Kaiserdamm 14,10585,Berlin,52.51092,13.28813,lieferando
18589,Tasty 63,7.0,39,12.0,0.5,798,40,italian,Spandauer Damm 75,10585,Berlin,52.5184431,13.2861142,lieferando
18590,Sumo,8.8,1890,15.0,0.0,846,40,asian,Wilmersdorfer Straße 78,10585,Berlin,52.5025321,13.3072791,lieferando
18597,Shell,9.8,6,10.0,2.99,882,30,bars,Kaiserdamm 34,10585,Berlin,52.5100091,13.2771171,lieferando
18599,Trattoria Splendido,9.2,19,0.0,0.0,0,30,italian,Meerscheidtstraße 9-11,10585,Berlin,52.5101064,13.2797153,lieferando
18603,1ASUSHI OHSAKE,10.0,1637,30.0,0.0,1192,30,asian,Uhlandstr. 145,10585,Berlin,52.4959251,13.3243326,lieferando
18605,Pizzeria IL Quadrifoglio,8.4,21,10.0,0.0,0,20,italian,Wilmersdorfer Straße 94,10585,Berlin,52.5012846,13.3078878,lieferando
18607,Pizza Max,8.8,3630,0.0,0.0,1114,30,italian,Westfälische Str. 66,10585,Berlin,52.4952339,13.2982698,lieferando
18608,BURGER KING ®,4.4,815,10.0,1.99,975,45,american,Wilmersdorfer Straße 112,10585,Berlin,52.5070472,13.3068925,lieferando
18609,Lin's Mandarin,9.8,628,0.0,0.0,1102,30,asian,Spandauer Damm 181/183,10585,Berlin,52.52059,13.26479,lieferando
18611,Raj Mahaal,9.6,162,0.0,0.0,1224,20,indian,Siemensdamm 43-44,10585,Berlin,52.5362669,13.2751465,lieferando
18612,Ristorante Da Toni,9.4,79,35.0,0.0,0,30,italian,Pariser Straße 18a,10585,Berlin,52.4983,13.31914,lieferando
18613,Sajour,9.8,14,10.0,2.99,1126,30,italian,Westfälische Strasse 39,10585,Berlin,52.49641,13.29471,lieferando
18617,Ristorante Rapallo,9.4,107,0.0,0.0,1390,30,italian,Kurfürstendamm 111,10585,Berlin,52.4976002,13.2918442,lieferando
18619,Aarna Devi,8.8,27,0.0,0.0,0,30,indian,Westfälische Straße 72a,10585,Berlin,52.4945284,13.3011827,lieferando
18622,Neki Sushi,9.6,336,29.9,0.0,1660,40,asian,Gieselerstraße 17,10585,Berlin,52.4912011,13.3180777,lieferando
18624,Prime Kebap & Chicken,9.8,78,15.0,0.0,0,30,italian,Reichsstrasse 1,10585,Berlin,52.5193479,13.2576766,lieferando
18626,Dos,8.0,354,20.0,0.0,1120,75,american,Kurfürstendamm 129b,10585,Berlin,52.4962136,13.2884043,lieferando
18632,Manju,0.0,0,0.0,1.99,933,30,indian,Wilmersdorfer Straße 46,10585,Berlin,52.509249,13.304609,lieferando
18634,Route 66 Diner,8.0,3,0.0,1.99,0,50,american,Pariser Straße 44,10585,Berlin,52.497718,13.3197803,lieferando
18635,XBODY Fitness Superfood,0.0,0,0.0,0.0,0,20,poke,Spandauer Damm 69,10585,Berlin,52.5186109,13.2874334,lieferando
18641,Pizzeria Tarantella,7.8,1641,18.0,1.5,1111,40,italian,Grunewaldstraße 35,10585,Berlin,52.4893357,13.3463268,lieferando
18642,India Palace I,9.2,4346,17.0,0.0,1327,40,indian,Hedwigstraße 5,10585,Berlin-Friedenau,52.471464,13.3382338,lieferando
18643,Café Morgenlicht - Berlin,0.0,0,10.0,1.99,0,45,middle eastern,Schloßstraße 13,10585,Berlin,52.5157279,13.2959645,lieferando
18644,Tandoori Nächte,7.4,6,10.0,1.99,0,55,indian,Bornimer Straße 4,10585,Berlin,52.4962467,13.2858841,lieferando
18647,O'Tacos,0.0,0,10.0,1.99,0,45,middle eastern,Wilmersdorferstraße 46,10585,Berlin,52.509249,13.304609,lieferando
18662,Dunkin' Donuts,9.0,147,10.0,1.99,1540,55,breakfast/dessert,Kaiserdamm 26,10585,Berlin,52.5102497,13.2812655,lieferando
18674,Pizza Persa,9.2,10,10.0,1.99,0,45,italian,Schillerstraße 71,10585,Berlin,52.5094767,13.3035437,lieferando
18682,immergrün,9.6,19,10.0,1.99,0,45,healthy,Wilmersdorfer Straße 46,10585,Berlin,52.509249,13.304609,lieferando
18700,Cigkoftem,8.6,9,10.0,1.99,0,45,middle eastern,Wilmersdorfer Straße 46,10585,Berlin,52.509249,13.304609,lieferando
18710,Anappurna,9.8,419,10.0,1.99,1335,45,vegetarian or vegan,Stuttgarter Platz 22,10585,Berlin,52.5043812,13.2989281,lieferando
18725,McDonald's®,7.0,2667,10.0,0.0,991,45,american,Kantstraße 111a,10585,Berlin,52.5064596,13.3063408,lieferando
18753,Dollinger,9.4,30,10.0,1.99,0,45,european,Stuttgarter Platz 21,10585,Berlin,52.5050001,13.2992468,lieferando
18759,Café Reporter,9.0,16,10.0,1.99,0,45,vegetarian or vegan,Suarezstraße 20,10585,Berlin,52.5062509,13.2941435,lieferando
18769,Restaurant Leibniz-Klause,8.8,100,10.0,1.99,2300,45,european,Mommsenstr. / Leibnizstraße 46 57,10585,Berlin,52.5027048,13.3140157,lieferando
18772,Restaurant Louis Laurent,8.6,20,10.0,1.99,2659,45,steak,Giesebrechtstraße 16,10585,Berlin,52.502297,13.309982,lieferando
18775,Waffle Brothers,6.6,564,10.0,1.99,650,45,middle eastern,Kantstrasse 118-119,10585,Berlin,52.5062998,13.3097615,lieferando
18777,Döner - Thaikitchen,8.6,122,10.0,1.99,707,45,middle eastern,Königin-Elisabeth-Straße 2,10585,Berlin,52.51048,13.2821201,lieferando
18780,CousCous Schale,9.8,127,10.0,2.99,840,45,middle eastern,Dahlmannstr. 17,10585,Berlin,52.49963,13.30347,lieferando
18781,Leo's,8.6,42,10.0,2.99,1363,45,european,Johann-Georg-Straße 10,10585,Berlin,52.4970911,13.2976913,lieferando
18786,Starbucks,9.0,153,10.0,1.5,599,50,cafes,Kurfürstendamm 61,10585,Berlin,52.5012328,13.3128067,lieferando
18793,Café OLIVIA,9.4,86,10.0,2.99,828,45,italian,Kurfürstendamm 102,10585,Berlin,52.4981994,13.29552,lieferando
18795,Asia Restaurant Sonne,9.0,48,10.0,1.99,1243,45,asian,Neue Kantstraße 16,10585,Berlin,52.5067048,13.2836031,lieferando
18796,Enjoy Kebap,9.4,28,10.0,1.99,0,45,american,Wundstr. / Neue Kantstraße 16,10585,Berlin,52.5067075,13.2835995,lieferando
18797,Reza Kubideh,0.0,0,10.0,1.99,0,55,middle eastern,Berliner Straße 42A,10585,Berlin,52.48671,13.31924,lieferando
18802,mama trattoria,8.2,151,10.0,2.99,1045,40,italian,Theodor-Heuss-Platz 2,10585,Berlin,52.5100071,13.2737822,lieferando
18805,Restaurant Masala,8.2,212,10.0,1.99,1488,45,asian,Friedbergstrasse 38,10585,Berlin,52.5037756,13.29241,lieferando
18807,China Restaurant PANDA III,8.6,8,10.0,1.99,1143,45,asian,Messedamm 10,10585,Berlin,52.5069919,13.280154,lieferando
18817,Hafis,8.2,58,10.0,2.99,1693,45,middle eastern,Neue Kantstraße 17,10585,Berlin,52.5062464,13.283422,lieferando
18829,Sayuri,8.8,100,10.0,2.99,1232,45,asian,Kurfürstendamm 137,10585,Berlin,52.4974867,13.2952617,lieferando
18854,Hanok Restaurant,8.0,44,10.0,2.99,2038,55,asian,Kurfürstendamm 134,10585,Berlin,52.4972443,13.2934842,lieferando
18863,Die Gute Stube,8.2,58,10.0,2.99,1749,50,european,Pfalzburger Straße 24,10585,Berlin,52.493525,13.3215868,lieferando
18864,Taverna Hellas,9.0,222,10.0,2.99,1435,50,mediterranean,Güntzelstraße 19-20,10585,Berlin,52.49151,13.32609,lieferando
18869,Döner & Hähnchen Haus,8.0,273,10.0,2.99,740,45,middle eastern,Güntzelstraße 41,10585,Berlin,52.4912828,13.3235449,lieferando
18871,Restaurant Samrat,8.2,42,10.0,2.99,1142,50,indian,Güntzelstr. 19,10585,Berlin,52.49151,13.32609,lieferando
18877,Sandwichart Café,0.0,0,10.0,1.99,0,45,healthy,Leibnizstraße 60,10585,Berlin,52.5030615,13.3131054,lieferando
18878,MoccA,0.0,0,10.0,1.99,0,50,middle eastern,Dahlmannstraße 6,10585,Berlin,52.5024148,13.3031388,lieferando
18927,BackWerk,0.0,0,10.0,1.99,0,30,cafes,U-Bhf. Kurfürstendamm 0 / Bahnsteig II,10587,Berlin,52.503436,13.3308807,lieferando
19013,Stay Healthy,9.8,123,18.0,0.0,0,40,middle eastern,Berliner Straße 136,10587,Berlin,52.4862741,13.3231045,lieferando
19561,Sushi City,9.6,323,17.0,0.0,0,30,asian,Gartenfelder Straße 85,10589,Berlin,52.5430475,13.2410749,lieferando
19626,Spandau Sushi,9.0,2545,60.0,3.0,1046,30,asian,Lynarstr. 20,10589,Berlin,52.5486586,13.2016449,lieferando
19642,BringN'Pizza,8.8,768,19.99,0.0,0,30,italian,Antonienstraße 34 N,10589,Berlin,52.5773419,13.3144704,lieferando
19661,Delizie Da Vito,8.8,4,10.0,1.99,0,30,italian,Nonnendammallee 97,10589,Berlin,52.5369255,13.2668084,lieferando
19893,Restaurant Stammhaus,9.8,62,10.0,2.99,0,30,italian,Rohrdamm 24b,10589,Berlin,52.53642,13.26546,lieferando
19900,Chefkochs Pizza e Pasta,9.2,60,15.0,0.0,0,25,italian,Schuckertdamm 345,10589,Berlin,52.5408332,13.2653559,lieferando
20376,Moghul Restaurant - indische & vegane Spezialitäten,8.2,6,20.0,1.5,0,40,indian,Akazienstraße 5,10623,Berlin,52.4870688,13.3557138,lieferando
20427,taste&soul powered by eatclever,8.2,70,12.0,0.0,0,35,vegetarian or vegan,Ansbacher Straße 8,10623,Berlin,52.5038338,13.3424981,lieferando
20457,Miu Sushi,9.8,2116,20.0,0.0,1144,50,asian,Eisenacher Straße 80,10623,Berlin,52.4889816,13.3499362,lieferando
20464,bundesburger,8.0,1232,12.0,1.0,0,30,american,Bundesallee 199,10623,Berlin,52.49257,13.33137,lieferando
20475,Nori Sushi,9.4,1848,15.0,0.0,945,30,asian,Trautenaustraße 13,10623,Berlin,52.49144,13.32717,lieferando
20490,Bellami Burger,8.8,1236,25.0,0.0,0,40,american,Rheinstraße 43,10623,Berlin,52.4657605,13.329635,lieferando
20497,Sagar,8.8,3171,25.0,0.0,1019,40,indian,Prinzregentenstr. 53,10623,Berlin,52.4788776,13.3330163,lieferando
20506,La Dolce Vita 2,8.4,39,20.0,0.0,0,40,italian,Steglitzer Damm 5A,10623,Berlin,52.4514686,13.3364369,lieferando
20508,Saki Sushi,9.6,595,35.99,0.0,1441,35,asian,Rubensstraße 122,10623,Berlin,52.46349,13.3442201,lieferando
20509,Balli Döner,8.8,603,20.0,2.0,850,40,middle eastern,Rheinstraße 19,10623,Berlin,52.4688954,13.3321003,lieferando
20530,Pizzeria Cremina,8.2,1823,20.0,0.0,790,30,italian,Südwestkorso 60,10623,Berlin,52.47187,13.32041,lieferando
20586,Hage Ramen,9.0,37,30.0,3.0,0,90,asian,Brandenburgische Straße 77,10623,Berlin,52.4878312,13.317812,lieferando
20633,Ely's Burger,8.0,383,19.9,0.0,1664,40,italian,Alboinstraße 77,10623,Berlin,52.4634362,13.3702493,lieferando
20634,Elys Burger,7.8,13,40.0,1.5,0,30,italian,Bundesallee 142 HH rechts,10623,Berlin,52.4770969,13.3289417,lieferando
20695,Shaniu's House of Noodles,8.8,377,15.0,0.0,995,50,asian,Pariser Straße 58,10623,Berlin,52.4960978,13.3278272,lieferando
20701,VIPAN,8.4,291,20.0,0.0,1302,40,indian,Nikolsburger Platz 2,10623,Berlin,52.4928059,13.3291696,lieferando
20713,Stella Di Mare,8.2,82,10.0,1.0,0,40,italian,Kundrystraße 6,10623,Berlin,52.4745809,13.3290007,lieferando
20715,V'uisine,8.8,20,10.0,1.99,0,55,middle eastern,Wilhelmsaue 110,10623,Berlin,52.4850892,13.3207525,lieferando
20716,Bravo Mario 17,9.2,22,10.0,2.99,1130,35,italian,Wartburgstraße 17,10623,Berlin Schöneberg,52.4868955,13.3431969,lieferando
20721,De Niros Steinofenpizza,8.4,322,15.0,0.0,0,40,italian,Bundesallee 48a,10623,Berlin,52.4846857,13.3306472,lieferando
20735,Trattoria Ischia,9.2,3,10.0,1.99,0,55,italian,Brabanter Platz 2,10623,Berlin,52.4819884,13.3168705,lieferando
20737,Tuk Tuk,7.4,102,10.0,2.99,1117,45,vegetarian or vegan,Großgörschenstraße 2,10623,Berlin,52.4911346,13.361704,lieferando
20762,Lookma,8.4,14,10.0,1.99,0,60,breakfast/dessert,Hauptstraße 155,10623,Berlin,52.4891872,13.3595757,lieferando
20767,Dalbhat,9.4,78,10.0,2.99,819,55,vegetarian or vegan,Mainzerstraße 8,10623,Berlin,52.4797158,13.3249822,lieferando
20816,Viet Rice,9.0,154,10.0,2.99,869,55,asian,Martin-Luther-Straße 99,10623,Berlin,52.4855369,13.3453668,lieferando
20929,Dolce Pizza,8.2,178,10.0,2.99,1979,60,italian,Belziger Straße 73,10623,Berlin,52.4846822,13.3459325,lieferando
20953,LuuKhanh Vietnamese Food & Sushi,9.4,48,10.0,2.99,0,50,asian,Grunewaldstraße 35,10623,Berlin,52.4893348,13.3463161,lieferando
20960,Mankee China Restaurant,8.4,211,10.0,2.99,952,50,asian,Grunewaldstraße 60,10623,Berlin,52.4884802,13.3421343,lieferando
20964,Sahara Imbiss,8.8,46,10.0,2.99,0,55,vegetarian or vegan,Hauptstraße 159,10623,Berlin,52.4898083,13.3601656,lieferando
20971,Habibi,9.0,338,10.0,2.99,915,55,vegetarian or vegan,Akazienstraße 9,10623,Berlin,52.488145,13.3544435,lieferando
20976,Pho Bay,9.4,321,10.0,2.99,886,50,asian,Berliner Straße 32,10623,Berlin,52.4867251,13.3232007,lieferando
20978,DECOrestaurant,8.8,21,10.0,2.99,0,55,seafood,Gasteiner Straße 11,10623,Berlin,52.4878269,13.3215387,lieferando
20983,Anh Ba,8.8,150,10.0,2.99,0,50,vegetarian or vegan,Nassauische Straße 36,10623,Berlin,52.4873589,13.3263076,lieferando
20985,Veloce Pizza e Pasta,8.8,57,10.0,2.99,688,50,italian,Berliner Straße 132,10623,Berlin,52.48617,13.32084,lieferando
20986,Sushi Miyabi,7.6,1217,10.0,2.99,1147,50,asian,Uhlandstraße 104-105,10623,Berlin,52.4869588,13.3228903,lieferando
20991,Tian Fu Berliner Straße,8.0,324,10.0,2.99,1199,60,asian,Berliner Straße 15,10623,Berlin,52.4872745,13.3295282,lieferando
20995,Restaurant Berliner Hof,9.0,337,10.0,2.99,1370,45,vegetarian or vegan,Hildegardstraße 14,10623,Berlin,52.481978,13.3224419,lieferando
20996,Aftab Persische Safranreis Bowl,9.4,270,10.0,2.99,927,60,vegetarian or vegan,Mecklenburgische Straße 89,10623,Berlin,52.4822877,13.3182506,lieferando
20998,Bar Tolucci,9.2,37,10.0,2.99,0,50,italian,Eisenacher Straße 38,10623,Berlin,52.4902119,13.3488152,lieferando
21001,Mr. Gyros,8.4,297,10.0,2.99,1125,50,mediterranean,Grunewaldstraße 54,10623,Berlin,52.4881688,13.3377084,lieferando
21007,Döner Time,8.4,61,10.0,2.99,0,55,american,Bayerischer Platz 9,10623,Berlin,52.4881375,13.3406209,lieferando
21009,Veganaa,9.6,71,10.0,2.99,1740,60,middle eastern,Grunewaldstraße 88,10623,Berlin,52.4898469,13.3564525,lieferando
21018,Mangia E Bevi,9.0,64,10.0,2.99,1782,55,italian,Wartburgstraße 8,10623,Berlin,52.4874145,13.3493499,lieferando
21020,Mamas Banh Schöneberg,8.6,132,10.0,2.99,965,60,asian,Grunewaldstraße 81,10623,Berlin,52.4897651,13.354391,lieferando
21021,Ho Lo,8.2,478,10.0,2.99,1025,60,asian,Schwäbische Straße 16,10623,Berlin,52.49024,13.35226,lieferando
21023,Yogi-Haus Indisches Restaurant,8.8,535,10.0,2.99,1592,55,indian,Belziger Straße 42,10623,Berlin,52.48631,13.35055,lieferando
21024,Hà Anh Quán,8.2,66,10.0,2.99,1011,60,asian,Goltzstr. 51,10623,Berlin,52.49025,13.3529,lieferando
21025,Choice - Vietnamese Food,9.4,7,10.0,2.99,921,55,vegetarian or vegan,Akazienstraße 9,10623,Berlin,52.488145,13.3544435,lieferando
21026,Imren,9.2,112,10.0,2.99,0,60,vegetarian or vegan,Hauptstraße 156,10623,Berlin,52.4893994,13.3596628,lieferando
21027,Carlos Tapas Bar,9.0,43,10.0,2.99,1046,55,european,Eisenacher Str. 69,10623,Berlin,52.4862102,13.3515818,lieferando
21029,Schüsseldienst,9.0,130,10.0,2.99,1220,60,vegetarian or vegan,Akazienstraße 7,10623,Berlin,52.487469,13.3549866,lieferando
21031,goodies Berlin,8.6,97,10.0,2.99,697,60,vegetarian or vegan,Akazienstrasse 28,10623,Berlin,52.4867146,13.3550612,lieferando
21032,Da Dante,8.8,346,10.0,2.99,1400,60,italian,Hauptstraße 14,10623,Berlin,52.4878622,13.3575,lieferando
21033,ZamZam,9.0,101,10.0,2.99,0,60,indian,Hauptstraße 15,10623,Berlin,52.4876472,13.3573262,lieferando
21034,Sangam,8.4,53,10.0,2.99,1123,60,indian,Akazienstrasse 19,10623,Berlin,52.48854,13.353605,lieferando
21036,Pitaya Restaurant,7.6,251,10.0,2.99,995,60,asian,Hauptstraße 159,10623,Berlin,52.4898083,13.3601656,lieferando
21038,Parkcafe Pusteblume,8.4,16,10.0,2.99,981,60,american,Durlacher Straße 2,10623,Berlin,52.480226,13.3364532,lieferando
21041,Restaurant Has Mevlana,7.6,293,10.0,2.99,790,60,middle eastern,Hauptstraße 148,10623,Berlin,52.4876201,13.3581271,lieferando
21042,7 Days finest fresh food,7.8,45,10.0,2.99,0,55,american,Hauptstraße 21,10623,Berlin,52.4864318,13.356276,lieferando
21043,Seven Days Finest Fresh Food,7.4,73,10.0,2.99,861,55,american,Hauptstraße 30,10623,Berlin,52.4851178,13.353709,lieferando
21044,Bao Nhung 1993 Restaurant,0.0,0,10.0,1.99,0,50,asian,Uhlandstraße 144,10623,Berlin,52.4956676,13.3243263,lieferando
21047,Das süße Leben,0.0,0,10.0,2.99,2095,55,breakfast/dessert,Salzburger Straße 7,10623,Berlin,52.48694,13.34267,lieferando
22015,Al Bacio,9.4,32,10.0,1.99,846,30,italian,Joachim-Friedrich-Straße 1,10627,Berlin,52.4933207,13.2959092,lieferando
22483,Nuovo Mario Grunewald,8.8,45,10.0,2.99,0,35,vegetarian or vegan,Reichenhaller Straße 4,10629,Berlin,52.4771897,13.2897703,lieferando
22514,Miteinander,9.2,1844,15.0,1.5,1643,45,european,Taunusstraße 11,10629,Berlin,52.47375,13.32221,lieferando
22628,Tegernseer Tönnchen,9.6,799,20.0,0.0,1233,40,european,Berliner Straße 118,10629,Berlin,52.4862601,13.3178044,lieferando
22765,KooksKochen,9.4,153,10.0,2.99,1078,55,asian,Wexstraße 29,10629,Berlin,52.478883,13.3299761,lieferando
22790,Wex Cafe,8.4,13,10.0,2.99,700,60,vegetarian or vegan,Wexstraße 29,10629,Berlin,52.478883,13.3299761,lieferando
22928,Ristorante Roma,9.2,283,10.0,2.99,1080,50,italian,Bundesplatz 8,10629,Berlin,52.4782901,13.3279928,lieferando
22998,Bobsek Burger,9.8,5786,12.0,1.0,919,30,american,Berliner Straße 30,10707,Berlin,52.486684,13.3234169,lieferando
23011,Sunny Burrito,9.4,86,12.0,0.0,0,30,mexican,Berliner Straße 141,10707,Berlin,52.4863367,13.3241868,lieferando
23027,Call a Pizza,7.2,2252,9.0,0.0,1313,70,italian,Hohenzollerndamm 7,10707,Berlin,52.49552,13.32767,lieferando
23033,Sushi TB Alaska,8.2,27,15.0,0.0,0,40,asian,Schmiljanstraße 4,10707,Berlin,52.4705927,13.3294952,lieferando
23044,Viet Long Restaurant,9.8,678,25.0,0.0,883,30,asian,Hohenzollerndamm 54a,10707,Berlin,52.486964,13.2981046,lieferando
23046,Domino's Pizza,8.2,1224,7.9,0.0,1002,30,italian,Uhlandstraße 87,10707,Berlin,52.4886243,13.322352,lieferando
23080,Q Burger,8.8,794,12.0,0.0,759,25,american,Eisenacher Straße 87-88,10707,Berlin,52.4908186,13.349439,lieferando
23089,Il Caminetto,8.0,5291,12.0,0.0,791,30,italian,Detmolder Straße 50,10707,Berlin,52.4786059,13.3206865,lieferando
23090,Pizza e Pasta am Rüdesheimer Platz,8.4,2988,10.0,0.0,882,30,italian,Rüdesheimer Str. 9,10707,Berlin,52.4725888,13.3148251,lieferando
23094,Nikko Sushi,9.6,2590,20.0,0.0,1163,30,asian,Laubacher Str. 11,10707,Berlin,52.4707069,13.3202819,lieferando
23096,Meshur Köfteci,8.6,797,15.0,0.0,925,50,middle eastern,Dominicusstraße 36,10707,Berlin,52.4812667,13.348797,lieferando
23101,Balli Burger,9.0,1489,13.5,2.0,996,40,american,Schmiljanstraße 17,10707,Berlin,52.46939,13.3324,lieferando
23106,Lino Pizza,7.8,2659,20.0,0.0,1224,50,italian,Rheinstr. 32-33,10707,Berlin,52.46666,13.32977,lieferando
23111,Asia Stern,6.6,3243,30.0,0.0,1128,70,asian,Schmargendorfer Str. 35,10707,Berlin,52.471328,13.3341191,lieferando
23112,King Dong,6.2,1571,15.0,0.0,739,60,asian,Eisenacher Straße 62,10707,Berlin,52.4849432,13.3529211,lieferando
23114,Fame-Burger-Burritos-Bowls,7.8,4724,14.0,0.0,753,40,american,Rheinstraße 61,10707,Berlin,52.4702631,13.33442,lieferando
23115,Guo Guo Xiang Restaurant,9.4,154,50.0,0.0,0,30,asian,Breitenbachplatz 8,10707,Berlin,52.4674725,13.3081963,lieferando
23117,Burritos & Bowls,8.4,663,10.0,0.0,985,50,mexican,Rheinstraße 61,10707,Berlin,52.4702631,13.33442,lieferando
23121,Any Sushi,9.0,1298,25.0,0.0,1077,50,asian,Hubertusstraße 3,10707,Berlin,52.4600345,13.3251933,lieferando
23124,Asia Light,9.2,2077,35.0,0.0,1232,40,asian,Ladenbergstr. 4,10707,Berlin,52.4462807,13.2926678,lieferando
23131,Hikari sushi,9.4,133,35.0,0.0,1000,30,asian,Düppelstraße 34,10707,Berlin,52.4580919,13.3242702,lieferando
23133,Asami XꞮ,8.8,77,30.0,0.0,0,30,asian,Birkbuschstraße 11,10707,Berlin,52.4512731,13.3210253,lieferando
23141,Quan Vuon,9.0,166,50.0,2.0,650,30,asian,Am Stichkanal 1-11,10707,Berlin,52.4105056,13.2825611,lieferando
23150,Ben & Jerry's und Magnum,10.0,8,10.0,2.99,1202,35,breakfast/dessert,Breite Straße 1,10707,Berlin,52.47348,13.29919,lieferando
23152,Dschunke,8.2,69,10.0,2.99,0,35,asian,Breite Straße 15,10707,Berlin,52.4747213,13.2935142,lieferando
23173,Feigen & Oliven,8.4,58,13.0,1.0,1023,70,italian,Hohenzollerndamm 157,10707,Berlin,52.4881248,13.30205,lieferando
23191,Zaka Sushi,9.4,4409,25.0,0.0,1076,20,asian,Bismarckstr. 32,10707,Berlin,52.45303,13.33822,lieferando
23194,Wonder Waffel,6.4,559,15.0,2.0,654,45,fastfood,Schlossstraße 128,10707,Berlin,52.4642618,13.3281392,lieferando
23243,Thai Viet,10.0,12462,0.0,0.0,915,30,asian,Martin-Luther-Str. 97,10707,Berlin,52.4856979,13.3453815,lieferando
